agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
2125,2424,2485,8.0,2.0,MANDATORY,2220597.0
2127,2424,1851,7.0,0.0,INDIVIDUAL_NON_MANDATORY,1457801.0
2128,2424,1216,7.0,0.0,MANDATORY,410200.0
2129,2424,2510,7.0,5.0,MANDATORY,585150.0
2130,2424,97,7.0,3.0,INDIVIDUAL_NON_MANDATORY,6741267.0
2131,2424,847,8.0,5.0,MANDATORY,84902.0
2132,2424,121,7.0,4.0,MANDATORY,567585.0
2133,2424,862,7.0,1.0,INDIVIDUAL_NON_MANDATORY,6039818.0
2134,2424,2015,7.0,0.0,MANDATORY,4363933.0
2135,2424,2256,7.0,2.0,MANDATORY,1922906.0
2136,2424,1003,7.0,0.0,MANDATORY,1838180.0
2137,935,2059,8.0,5.0,MANDATORY,1838180.0
2138,2424,1511,7.0,5.0,MANDATORY,5473574.0
2139,2424,660,7.0,2.0,MANDATORY,5862143.0
2140,2424,1907,7.0,1.0,MANDATORY,6039796.0
2141,2424,1598,7.0,2.0,MANDATORY,5473634.0
2142,2424,485,7.0,0.0,INDIVIDUAL_NON_MANDATORY,4602393.0
2143,2424,1682,8.0,2.0,MANDATORY,2279757.0
2144,2424,7,7.0,2.0,MANDATORY,2765424.0
2145,2424,740,7.0,5.0,MANDATORY,5931911.0
2147,2424,2000,7.0,5.0,MANDATORY,4187710.0
2148,2424,1388,8.0,5.0,INDIVIDUAL_NON_MANDATORY,2934644.0
2149,2424,2401,8.0,1.0,INDIVIDUAL_NON_MANDATORY,937793.0
2150,2424,1065,8.0,0.0,INDIVIDUAL_NON_MANDATORY,845284.0
2151,2424,713,8.0,3.0,MANDATORY,845287.0
2152,2424,2508,8.0,5.0,INDIVIDUAL_NON_MANDATORY,7310047.0
2153,2424,1917,8.0,5.0,INDIVIDUAL_NON_MANDATORY,2255843.0
2154,2424,2110,7.0,0.0,MANDATORY,2279710.0
2155,2424,119,7.0,4.0,MANDATORY,7678768.0
2156,2424,2513,8.0,0.0,MANDATORY,3307071.0
2157,2424,2016,7.0,4.0,INDIVIDUAL_NON_MANDATORY,438741.0
2158,2424,703,8.0,4.0,MANDATORY,4758191.0
2159,2424,990,8.0,3.0,MANDATORY,2880225.0
2160,2424,478,7.0,3.0,MANDATORY,6993972.0
2161,2424,8,8.0,0.0,MANDATORY,5168201.0
2162,2424,477,8.0,3.0,MANDATORY,2086784.0
2163,2424,1924,7.0,2.0,MANDATORY,2338557.0
2164,2424,2512,7.0,4.0,INDIVIDUAL_NON_MANDATORY,5168211.0
2165,2424,1389,7.0,0.0,MANDATORY,2316701.0
2166,2424,1819,8.0,5.0,MANDATORY,7487668.0
2167,2424,522,7.0,3.0,MANDATORY,3698178.0
2168,2424,925,8.0,0.0,MANDATORY,5041697.0
2169,2424,770,8.0,3.0,MANDATORY,5050836.0
2170,2424,273,7.0,3.0,MANDATORY,4602771.0
2171,2424,1559,7.0,5.0,MANDATORY,4602804.0
2172,2424,2282,7.0,5.0,MANDATORY,310320.0
2173,2424,23,8.0,3.0,MANDATORY,6509808.0
2174,2424,1944,7.0,3.0,MANDATORY,1035127.0
2175,2424,1496,8.0,4.0,MANDATORY,2456849.0
2176,2424,673,8.0,0.0,MANDATORY,741398.0
2177,2270,2354,8.0,0.0,MANDATORY,741398.0
2178,2424,537,7.0,0.0,MANDATORY,3698221.0
2179,2424,2711,8.0,2.0,INDIVIDUAL_NON_MANDATORY,2686327.0
2180,2424,736,7.0,1.0,MANDATORY,1550632.0
2181,2424,1821,8.0,3.0,MANDATORY,310407.0
2182,2424,991,7.0,0.0,INDIVIDUAL_NON_MANDATORY,1599345.0
2183,2424,542,8.0,2.0,MANDATORY,359008.0
2184,2424,2685,8.0,5.0,MANDATORY,4272719.0
2185,2424,1434,7.0,3.0,MANDATORY,7730102.0
2186,953,2354,8.0,1.0,MANDATORY,2986775.0
2187,2424,529,8.0,1.0,MANDATORY,666667.0
2188,2424,2056,7.0,4.0,MANDATORY,585220.0
2190,2424,272,7.0,0.0,INDIVIDUAL_NON_MANDATORY,438826.0
2191,1843,84,7.0,5.0,INDIVIDUAL_NON_MANDATORY,438826.0
2192,2424,2567,8.0,4.0,MANDATORY,5671311.0
2193,2424,1668,8.0,5.0,MANDATORY,245656.0
2194,2424,2516,7.0,3.0,MANDATORY,7310865.0
2195,2424,2685,7.0,5.0,MANDATORY,7802076.0
2196,2424,19,8.0,3.0,MANDATORY,1035246.0
2197,2424,733,8.0,3.0,MANDATORY,1640950.0
2198,2424,1942,7.0,4.0,MANDATORY,438797.0
2199,2424,2504,8.0,2.0,MANDATORY,359182.0
2200,2424,1944,8.0,2.0,MANDATORY,666704.0
2201,2424,2422,8.0,0.0,INDIVIDUAL_NON_MANDATORY,7678799.0
2202,2424,2197,8.0,2.0,INDIVIDUAL_NON_MANDATORY,5217604.0
2203,1884,577,7.0,3.0,MANDATORY,2006224.0
2204,2424,499,7.0,0.0,MANDATORY,3196847.0
2205,2424,693,7.0,2.0,MANDATORY,2765914.0
2206,2424,344,7.0,4.0,MANDATORY,2206788.0
2207,150,84,8.0,4.0,MANDATORY,2206788.0
2208,2424,1134,8.0,3.0,MANDATORY,1812266.0
2209,2424,767,7.0,3.0,MANDATORY,4833306.0
2211,2424,1224,8.0,5.0,MANDATORY,6241748.0
2213,2424,2442,7.0,4.0,MANDATORY,2521085.0
2214,2424,1933,7.0,3.0,MANDATORY,1765357.0
2215,1209,737,8.0,1.0,AT_WORK,1765357.0
2216,2424,2197,8.0,0.0,MANDATORY,666922.0
2217,2355,1624,8.0,5.0,MANDATORY,7652941.0
2218,2424,829,8.0,5.0,MANDATORY,5473748.0
2219,2424,1759,8.0,3.0,MANDATORY,3747606.0
2220,1511,84,8.0,3.0,MANDATORY,3747606.0
2221,2424,1397,7.0,2.0,MANDATORY,359291.0
2222,2424,270,8.0,3.0,MANDATORY,2006242.0
2223,2424,2273,8.0,3.0,MANDATORY,623897.0
2224,2424,1798,7.0,2.0,MANDATORY,359241.0
2225,2424,2456,8.0,4.0,INDIVIDUAL_NON_MANDATORY,221079.0
2226,2424,1719,7.0,0.0,INDIVIDUAL_NON_MANDATORY,4272741.0
2227,2025,84,8.0,1.0,INDIVIDUAL_NON_MANDATORY,4272741.0
2228,992,84,8.0,2.0,MANDATORY,2168435.0
2229,2424,930,8.0,2.0,INDIVIDUAL_NON_MANDATORY,2072872.0
2230,275,1542,8.0,2.0,INDIVIDUAL_NON_MANDATORY,2072872.0
2231,2424,2143,8.0,0.0,MANDATORY,5343206.0
2232,2424,106,8.0,4.0,MANDATORY,3698344.0
2233,2424,1269,7.0,2.0,INDIVIDUAL_NON_MANDATORY,6994420.0
2234,2424,2350,7.0,3.0,MANDATORY,1765251.0
2235,2424,1376,8.0,4.0,MANDATORY,1765295.0
2236,2424,2092,8.0,2.0,MANDATORY,4936987.0
2237,2355,2015,8.0,0.0,MANDATORY,647149.0
2238,2424,1673,8.0,5.0,MANDATORY,1880248.0
2239,2424,1324,8.0,3.0,MANDATORY,666953.0
2240,2424,2415,8.0,1.0,MANDATORY,4833457.0
2241,2424,871,7.0,2.0,MANDATORY,4347769.0
2242,2424,864,7.0,4.0,MANDATORY,2986824.0
2244,2424,1203,8.0,1.0,MANDATORY,2143884.0
2247,1322,2059,8.0,0.0,MANDATORY,4603154.0
2252,2054,2354,8.0,0.0,AT_WORK,5050850.0
2255,1578,2431,8.0,1.0,MANDATORY,6241796.0
2257,1406,2354,8.0,5.0,INDIVIDUAL_NON_MANDATORY,6040127.0
2264,2355,1613,8.0,4.0,MANDATORY,3346816.0
2279,2424,1880,7.0,4.0,MANDATORY,5305734.0
2283,1681,2059,8.0,3.0,INDIVIDUAL_NON_MANDATORY,1838528.0
2292,2355,987,8.0,1.0,MANDATORY,3482521.0
2294,295,84,8.0,5.0,MANDATORY,5474207.0
2298,1198,2354,8.0,3.0,MANDATORY,938496.0
2301,1745,2354,8.0,4.0,INDIVIDUAL_NON_MANDATORY,1687706.0
2305,1574,2010,8.0,0.0,MANDATORY,3556216.0
2306,239,2316,8.0,0.0,MANDATORY,3556216.0
2307,927,84,8.0,2.0,MANDATORY,3556216.0
2311,2111,2354,7.0,5.0,INDIVIDUAL_NON_MANDATORY,4424372.0
2314,148,2674,8.0,4.0,AT_WORK,6040315.0
2315,315,2281,8.0,2.0,AT_WORK,6040315.0
2317,2242,2354,8.0,2.0,MANDATORY,7622396.0
2327,403,1542,8.0,0.0,INDIVIDUAL_NON_MANDATORY,845570.0
2329,23,84,7.0,0.0,MANDATORY,3780814.0
2338,1425,920,8.0,5.0,INDIVIDUAL_NON_MANDATORY,468315.0
2343,1243,2354,8.0,0.0,MANDATORY,359396.0
2350,1230,2059,8.0,0.0,MANDATORY,5474651.0
2360,2424,1517,7.0,3.0,MANDATORY,2431612.0
2361,2424,769,7.0,2.0,MANDATORY,4833665.0
2362,2424,1617,7.0,1.0,MANDATORY,2536690.0
2363,2424,126,7.0,1.0,INDIVIDUAL_NON_MANDATORY,3010432.0
2364,2424,560,7.0,1.0,INDIVIDUAL_NON_MANDATORY,3556436.0
2365,950,2354,8.0,4.0,INDIVIDUAL_NON_MANDATORY,3556436.0
2366,2424,2486,8.0,4.0,INDIVIDUAL_NON_MANDATORY,221207.0
2367,2424,1896,7.0,5.0,MANDATORY,2072928.0
2368,2424,2440,7.0,5.0,MANDATORY,3146277.0
2369,2424,1500,8.0,1.0,INDIVIDUAL_NON_MANDATORY,6995193.0
2370,1942,84,8.0,0.0,INDIVIDUAL_NON_MANDATORY,6995193.0
2371,2424,1838,7.0,4.0,MANDATORY,1687778.0
2372,2424,822,8.0,5.0,MANDATORY,4833690.0
2373,2228,2059,8.0,5.0,MANDATORY,5474762.0
2374,2424,1262,8.0,5.0,MANDATORY,3556416.0
2375,2424,1129,7.0,0.0,MANDATORY,6510981.0
2376,2424,108,7.0,2.0,MANDATORY,2144152.0
2377,2424,1789,8.0,2.0,INDIVIDUAL_NON_MANDATORY,5085966.0
2378,2424,999,7.0,5.0,MANDATORY,6995154.0
2379,2424,789,8.0,0.0,MANDATORY,1765888.0
2380,2424,104,8.0,2.0,MANDATORY,2048897.0
2381,22,84,8.0,3.0,MANDATORY,2048897.0
2382,2424,810,8.0,4.0,AT_WORK,1530209.0
2383,670,2354,8.0,1.0,AT_WORK,1530209.0
2384,2424,1200,7.0,4.0,MANDATORY,3899204.0
2385,1884,609,8.0,1.0,INDIVIDUAL_NON_MANDATORY,7802150.0
2386,2424,2384,8.0,0.0,MANDATORY,4273226.0
2387,435,1702,8.0,5.0,MANDATORY,4273226.0
2388,2424,1738,7.0,1.0,MANDATORY,2006719.0
2389,865,84,7.0,1.0,MANDATORY,2686658.0
2390,2424,1701,7.0,3.0,MANDATORY,2686659.0
2391,2424,976,7.0,1.0,MANDATORY,2006734.0
2392,2424,1627,7.0,4.0,INDIVIDUAL_NON_MANDATORY,5305832.0
2393,2424,1776,8.0,2.0,MANDATORY,4273278.0
2394,562,2354,7.0,2.0,INDIVIDUAL_NON_MANDATORY,3780892.0
2396,2424,1675,7.0,1.0,MANDATORY,310573.0
2397,2424,2171,7.0,4.0,MANDATORY,153410.0
2398,2424,802,8.0,3.0,MANDATORY,3698936.0
2399,2424,871,8.0,3.0,MANDATORY,2344148.0
2400,2424,2024,7.0,1.0,INDIVIDUAL_NON_MANDATORY,2605334.0
2401,2424,146,8.0,2.0,MANDATORY,3440784.0
2402,2424,1089,7.0,2.0,MANDATORY,4273212.0
2403,2424,875,7.0,5.0,MANDATORY,6510967.0
2404,2424,1900,7.0,1.0,MANDATORY,3811920.0
2405,2424,2446,8.0,1.0,MANDATORY,4758523.0
2406,2424,1599,8.0,4.0,INDIVIDUAL_NON_MANDATORY,4347987.0
2407,2424,64,8.0,1.0,MANDATORY,6511135.0
2408,2424,2554,7.0,1.0,INDIVIDUAL_NON_MANDATORY,691017.0
2409,2024,1534,7.0,1.0,INDIVIDUAL_NON_MANDATORY,691017.0
2410,421,1542,7.0,0.0,INDIVIDUAL_NON_MANDATORY,691017.0
2411,242,2649,8.0,1.0,AT_WORK,3698993.0
2412,258,2153,8.0,3.0,AT_WORK,3698993.0
2413,2424,101,8.0,2.0,INDIVIDUAL_NON_MANDATORY,468352.0
2414,2424,1847,8.0,1.0,MANDATORY,2457083.0
2415,2424,762,7.0,2.0,MANDATORY,508085.0
2416,2424,107,8.0,0.0,MANDATORY,6511350.0
2417,2424,2335,8.0,1.0,MANDATORY,2431621.0
2418,2424,1192,7.0,1.0,INDIVIDUAL_NON_MANDATORY,2766707.0
2419,2424,1384,8.0,4.0,MANDATORY,2168567.0
2420,2424,227,8.0,4.0,MANDATORY,4273556.0
2421,2424,1006,7.0,2.0,MANDATORY,2392917.0
2423,2424,1878,7.0,2.0,INDIVIDUAL_NON_MANDATORY,468390.0
2424,2446,1542,7.0,0.0,INDIVIDUAL_NON_MANDATORY,468390.0
2425,2424,1647,8.0,0.0,INDIVIDUAL_NON_MANDATORY,1880677.0
2426,2424,1371,7.0,1.0,MANDATORY,5475048.0
2427,2424,284,8.0,0.0,MANDATORY,4164005.0
2428,2424,35,8.0,4.0,INDIVIDUAL_NON_MANDATORY,2766662.0
2429,2424,1494,7.0,0.0,INDIVIDUAL_NON_MANDATORY,938766.0
2430,2424,626,8.0,0.0,MANDATORY,2344174.0
2431,2424,2540,7.0,3.0,MANDATORY,802045.0
2432,2424,2593,7.0,3.0,MANDATORY,3866114.0
2433,2424,1103,7.0,5.0,MANDATORY,6995398.0
2434,2424,8,7.0,4.0,MANDATORY,3556607.0
2435,1879,84,7.0,2.0,MANDATORY,3556607.0
2436,2424,2138,8.0,4.0,MANDATORY,4603969.0
2437,2554,1542,8.0,0.0,INDIVIDUAL_NON_MANDATORY,1923600.0
2438,2424,2128,7.0,5.0,MANDATORY,3811957.0
2439,2424,2560,7.0,0.0,MANDATORY,4604139.0
2440,2424,521,8.0,3.0,MANDATORY,4273561.0
2441,2424,2051,7.0,1.0,MANDATORY,1687799.0
2442,2424,2246,7.0,5.0,MANDATORY,3837590.0
2443,2424,1635,7.0,1.0,MANDATORY,6995440.0
2444,2424,121,8.0,0.0,INDIVIDUAL_NON_MANDATORY,492188.0
2445,2424,2337,7.0,5.0,MANDATORY,2489799.0
2446,2424,2412,8.0,0.0,INDIVIDUAL_NON_MANDATORY,691014.0
2447,2424,1656,8.0,0.0,MANDATORY,5932147.0
2448,2424,2209,8.0,4.0,MANDATORY,4164015.0
2449,2424,1425,7.0,0.0,MANDATORY,4163654.0
2450,1200,1542,8.0,4.0,MANDATORY,4163654.0
2451,2424,1564,8.0,4.0,MANDATORY,1880687.0
2452,2424,959,8.0,3.0,INDIVIDUAL_NON_MANDATORY,845730.0
2453,2424,1948,7.0,3.0,MANDATORY,1923671.0
2454,342,84,7.0,0.0,INDIVIDUAL_NON_MANDATORY,6040459.0
2455,2424,917,8.0,2.0,MANDATORY,4273353.0
2456,2355,2684,7.0,0.0,MANDATORY,4604057.0
2457,128,84,8.0,4.0,MANDATORY,4604057.0
2458,2424,303,8.0,1.0,INDIVIDUAL_NON_MANDATORY,468368.0
2459,2424,108,8.0,2.0,MANDATORY,1687802.0
2460,2424,2532,7.0,4.0,INDIVIDUAL_NON_MANDATORY,246041.0
2461,2424,1672,7.0,2.0,INDIVIDUAL_NON_MANDATORY,7311392.0
2462,2051,1542,7.0,3.0,INDIVIDUAL_NON_MANDATORY,7311392.0
2463,2424,923,7.0,2.0,MANDATORY,802075.0
2464,2424,195,8.0,4.0,MANDATORY,6511758.0
2465,2424,2556,7.0,0.0,MANDATORY,4163966.0
2466,2424,800,7.0,3.0,MANDATORY,4833713.0
2467,2424,986,8.0,3.0,MANDATORY,690961.0
2468,2424,939,7.0,1.0,INDIVIDUAL_NON_MANDATORY,14179.0
2469,2424,1428,8.0,4.0,MANDATORY,2766838.0
2470,2424,2346,7.0,3.0,INDIVIDUAL_NON_MANDATORY,4364078.0
2471,2052,2354,7.0,0.0,INDIVIDUAL_NON_MANDATORY,4364078.0
2472,2424,401,8.0,2.0,MANDATORY,4604445.0
2473,2355,2262,7.0,4.0,MANDATORY,2179988.0
2474,1866,2354,7.0,5.0,MANDATORY,2179988.0
2475,2424,221,8.0,0.0,MANDATORY,6040526.0
2476,2424,2022,7.0,1.0,MANDATORY,4604537.0
2477,2424,2421,8.0,4.0,INDIVIDUAL_NON_MANDATORY,2766879.0
2478,2424,2392,8.0,2.0,MANDATORY,4833850.0
2479,2424,2556,7.0,3.0,INDIVIDUAL_NON_MANDATORY,6511916.0
2480,720,345,8.0,3.0,AT_WORK,2766874.0
2481,2424,541,7.0,5.0,INDIVIDUAL_NON_MANDATORY,3087516.0
2482,2424,1985,8.0,1.0,MANDATORY,1923805.0
2483,2424,2358,8.0,5.0,INDIVIDUAL_NON_MANDATORY,938926.0
2484,366,2354,8.0,4.0,INDIVIDUAL_NON_MANDATORY,938926.0
2485,2424,2160,8.0,0.0,INDIVIDUAL_NON_MANDATORY,938926.0
2486,2424,2286,7.0,2.0,MANDATORY,4273684.0
2487,2424,1376,7.0,2.0,MANDATORY,3921353.0
2488,1943,1542,8.0,0.0,MANDATORY,3921353.0
2489,2424,290,8.0,4.0,INDIVIDUAL_NON_MANDATORY,2880795.0
2490,2424,1984,7.0,2.0,MANDATORY,4164117.0
2491,2424,1730,8.0,5.0,INDIVIDUAL_NON_MANDATORY,1458637.0
2492,2424,1341,7.0,5.0,MANDATORY,4188114.0
2493,2424,852,7.0,4.0,MANDATORY,4604450.0
2494,2424,2674,7.0,1.0,MANDATORY,4604388.0
2495,2424,127,7.0,4.0,MANDATORY,4273648.0
2496,2424,1947,7.0,0.0,INDIVIDUAL_NON_MANDATORY,4604352.0
2497,2424,2625,8.0,4.0,MANDATORY,4604507.0
2498,1226,84,8.0,0.0,MANDATORY,4604507.0
2499,2424,2160,8.0,5.0,INDIVIDUAL_NON_MANDATORY,52349.0
2500,2355,355,8.0,3.0,INDIVIDUAL_NON_MANDATORY,3772356.0
2501,1367,2354,8.0,4.0,INDIVIDUAL_NON_MANDATORY,3772356.0
2502,2424,116,7.0,0.0,MANDATORY,2934852.0
2503,2424,2645,7.0,5.0,MANDATORY,1880698.0
2504,2424,532,8.0,4.0,INDIVIDUAL_NON_MANDATORY,2767054.0
2505,2424,2004,8.0,4.0,MANDATORY,3979723.0
2506,2424,2437,8.0,2.0,INDIVIDUAL_NON_MANDATORY,4604345.0
2507,779,2354,8.0,0.0,INDIVIDUAL_NON_MANDATORY,4604345.0
2508,2424,1496,7.0,3.0,MANDATORY,4273748.0
2509,2424,138,7.0,1.0,MANDATORY,845794.0
2510,1292,84,8.0,5.0,MANDATORY,845794.0
2511,2424,1390,8.0,2.0,MANDATORY,706054.0
2512,2424,610,8.0,5.0,INDIVIDUAL_NON_MANDATORY,647244.0
2513,2424,2141,7.0,4.0,INDIVIDUAL_NON_MANDATORY,1458633.0
2514,2424,79,7.0,1.0,MANDATORY,2686733.0
2515,2424,2291,7.0,3.0,MANDATORY,2686747.0
2516,2424,1540,8.0,3.0,MANDATORY,3556687.0
2517,868,1542,8.0,5.0,MANDATORY,3556687.0
2518,2424,610,7.0,1.0,MANDATORY,2766846.0
2519,2424,193,7.0,1.0,MANDATORY,6040472.0
2520,2424,1380,8.0,3.0,MANDATORY,706105.0
2521,2424,15,7.0,2.0,MANDATORY,1642631.0
2522,2424,2715,8.0,0.0,INDIVIDUAL_NON_MANDATORY,1041259.0
2523,2424,583,8.0,1.0,MANDATORY,287020.0
2524,2424,312,8.0,1.0,MANDATORY,4348030.0
2525,2424,79,8.0,2.0,INDIVIDUAL_NON_MANDATORY,287221.0
2526,2424,654,7.0,2.0,MANDATORY,3319817.0
2527,1068,2431,7.0,1.0,MANDATORY,3319817.0
2528,2424,225,8.0,1.0,MANDATORY,1550861.0
2529,2424,1413,7.0,3.0,MANDATORY,3837619.0
2530,2424,90,7.0,3.0,MANDATORY,5932344.0
2531,2424,2607,7.0,3.0,INDIVIDUAL_NON_MANDATORY,397020.0
2532,2486,1542,7.0,5.0,INDIVIDUAL_NON_MANDATORY,397020.0
2533,2424,2193,7.0,2.0,MANDATORY,1038456.0
2534,2424,1170,8.0,3.0,MANDATORY,1041390.0
2535,2424,933,8.0,1.0,MANDATORY,5932292.0
2536,2424,867,8.0,4.0,MANDATORY,1039201.0
2537,2424,1076,7.0,3.0,MANDATORY,624296.0
2538,2424,2529,7.0,2.0,MANDATORY,789900.0
2539,2424,408,8.0,3.0,MANDATORY,1036925.0
2540,2424,1869,7.0,1.0,INDIVIDUAL_NON_MANDATORY,1039263.0
2541,2424,755,7.0,3.0,MANDATORY,221422.0
2542,1432,2354,7.0,4.0,MANDATORY,221422.0
2543,2424,1200,7.0,1.0,MANDATORY,2457259.0
2544,2424,1242,8.0,2.0,MANDATORY,492348.0
2545,2355,2370,8.0,5.0,MANDATORY,492362.0
2546,2424,168,8.0,4.0,MANDATORY,3319978.0
2547,2424,576,8.0,4.0,MANDATORY,1642614.0
2548,2424,1491,8.0,3.0,MANDATORY,1171428.0
2549,2424,506,7.0,2.0,MANDATORY,153804.0
2550,2424,1982,8.0,2.0,MANDATORY,1039103.0
2551,2424,821,8.0,1.0,INDIVIDUAL_NON_MANDATORY,287007.0
2552,2424,555,7.0,3.0,MANDATORY,3319615.0
2553,2424,418,8.0,2.0,MANDATORY,3319620.0
2554,2424,144,8.0,5.0,MANDATORY,742370.0
2555,2424,1191,7.0,4.0,MANDATORY,153750.0
2556,299,1542,7.0,4.0,MANDATORY,153750.0
2557,2424,489,8.0,4.0,MANDATORY,4348103.0
2558,2424,1375,7.0,0.0,MANDATORY,1039884.0
2559,2424,694,7.0,1.0,MANDATORY,706238.0
2560,111,1542,8.0,2.0,MANDATORY,706238.0
2561,2424,2038,8.0,4.0,INDIVIDUAL_NON_MANDATORY,1642864.0
2562,2424,1766,8.0,4.0,INDIVIDUAL_NON_MANDATORY,1509538.0
2563,2424,663,8.0,0.0,MANDATORY,742423.0
2564,2424,276,8.0,4.0,MANDATORY,6040581.0
2565,2424,1252,7.0,1.0,MANDATORY,1036343.0
2566,669,1401,8.0,4.0,MANDATORY,1036343.0
2567,1435,2354,8.0,1.0,MANDATORY,1036343.0
2568,2424,493,7.0,0.0,INDIVIDUAL_NON_MANDATORY,1361240.0
2569,415,2354,8.0,5.0,INDIVIDUAL_NON_MANDATORY,1361240.0
2570,2424,22,7.0,2.0,MANDATORY,789998.0
2571,2424,2479,8.0,1.0,MANDATORY,1040372.0
2572,2424,2365,8.0,4.0,MANDATORY,1038152.0
2573,2424,1000,8.0,0.0,MANDATORY,1036743.0
2574,2424,657,8.0,4.0,MANDATORY,1041064.0
2575,2424,1652,7.0,5.0,INDIVIDUAL_NON_MANDATORY,1588266.0
2576,1313,2346,8.0,4.0,INDIVIDUAL_NON_MANDATORY,1588266.0
2577,2355,2696,8.0,5.0,INDIVIDUAL_NON_MANDATORY,939061.0
2578,2644,84,8.0,4.0,INDIVIDUAL_NON_MANDATORY,939061.0
2579,2424,1397,7.0,1.0,INDIVIDUAL_NON_MANDATORY,153776.0
2580,2713,1542,7.0,2.0,INDIVIDUAL_NON_MANDATORY,153776.0
2581,2424,2024,8.0,2.0,MANDATORY,1550949.0
2582,2424,2634,7.0,1.0,MANDATORY,585871.0
2583,2424,280,7.0,4.0,MANDATORY,743091.0
2584,97,2447,7.0,1.0,MANDATORY,743091.0
2585,2424,812,7.0,5.0,MANDATORY,1039818.0
2586,2424,2184,7.0,4.0,MANDATORY,3899241.0
2587,2424,577,7.0,0.0,MANDATORY,1173403.0
2588,736,84,8.0,3.0,MANDATORY,1173403.0
2589,2424,2670,7.0,0.0,MANDATORY,2987340.0
2590,1774,84,8.0,2.0,MANDATORY,2987340.0
2591,2424,1112,8.0,0.0,MANDATORY,667330.0
2592,2424,413,8.0,5.0,MANDATORY,360598.0
2593,2291,2354,8.0,2.0,MANDATORY,360598.0
2594,2424,1511,8.0,1.0,MANDATORY,1171165.0
2595,1760,84,8.0,5.0,MANDATORY,1171165.0
2596,2424,1424,8.0,5.0,INDIVIDUAL_NON_MANDATORY,1170901.0
2597,1838,1542,8.0,0.0,INDIVIDUAL_NON_MANDATORY,1170901.0
2598,2424,1339,8.0,3.0,MANDATORY,1036338.0
2599,2424,1495,8.0,3.0,MANDATORY,706322.0
2600,2424,113,8.0,1.0,INDIVIDUAL_NON_MANDATORY,706201.0
2601,1492,1542,8.0,2.0,INDIVIDUAL_NON_MANDATORY,706201.0
2602,1884,2095,8.0,1.0,MANDATORY,1039132.0
2603,2424,560,7.0,4.0,INDIVIDUAL_NON_MANDATORY,1037330.0
2604,1179,2354,8.0,2.0,INDIVIDUAL_NON_MANDATORY,1037330.0
2605,2424,188,7.0,5.0,MANDATORY,706059.0
2606,2424,974,8.0,2.0,INDIVIDUAL_NON_MANDATORY,1039062.0
2607,1283,84,8.0,2.0,INDIVIDUAL_NON_MANDATORY,1039062.0
2608,2424,128,7.0,4.0,MANDATORY,1642939.0
2609,2424,761,8.0,4.0,MANDATORY,742456.0
2610,2424,1300,8.0,1.0,MANDATORY,743117.0
2611,2424,802,8.0,4.0,MANDATORY,1041029.0
2612,2424,5,7.0,4.0,INDIVIDUAL_NON_MANDATORY,439119.0
2613,2424,2094,7.0,0.0,INDIVIDUAL_NON_MANDATORY,1171051.0
2614,1812,2354,7.0,2.0,INDIVIDUAL_NON_MANDATORY,1171051.0
2615,2424,1682,8.0,3.0,MANDATORY,1172277.0
2616,2424,1282,7.0,4.0,MANDATORY,1578905.0
2617,2424,73,8.0,3.0,MANDATORY,360416.0
2618,2424,118,7.0,3.0,MANDATORY,1038607.0
2619,2424,548,8.0,2.0,MANDATORY,1509627.0
2620,2424,1388,7.0,0.0,MANDATORY,726099.0
2621,2424,2361,8.0,2.0,MANDATORY,790150.0
2622,2424,270,7.0,0.0,MANDATORY,287113.0
2623,2424,839,8.0,5.0,MANDATORY,1040900.0
2624,2424,1084,7.0,4.0,MANDATORY,1578896.0
2625,2424,2534,7.0,0.0,MANDATORY,1041157.0
2626,1485,2354,8.0,5.0,MANDATORY,1041157.0
2627,2424,1389,7.0,0.0,MANDATORY,1641077.0
2628,2424,1341,8.0,3.0,INDIVIDUAL_NON_MANDATORY,789813.0
2629,2424,2688,8.0,1.0,INDIVIDUAL_NON_MANDATORY,1041458.0
2630,2424,1009,7.0,3.0,MANDATORY,1041460.0
2631,2424,1369,8.0,1.0,MANDATORY,742907.0
2632,777,2354,8.0,3.0,MANDATORY,742907.0
2634,2424,2244,8.0,1.0,MANDATORY,585688.0
2635,2424,204,7.0,5.0,MANDATORY,585689.0
2636,2424,1982,7.0,4.0,MANDATORY,667587.0
2637,2424,2721,8.0,0.0,MANDATORY,1172346.0
2638,2424,670,8.0,4.0,MANDATORY,624257.0
2639,2424,2133,7.0,0.0,INDIVIDUAL_NON_MANDATORY,790917.0
2640,2173,823,7.0,5.0,INDIVIDUAL_NON_MANDATORY,1038065.0
2641,2424,2667,8.0,3.0,MANDATORY,1038067.0
2642,2424,838,8.0,1.0,MANDATORY,153649.0
2643,2424,994,7.0,0.0,INDIVIDUAL_NON_MANDATORY,5103920.0
2644,2424,2132,7.0,4.0,MANDATORY,2987346.0
2645,2424,20,8.0,2.0,MANDATORY,359669.0
2646,2424,330,8.0,0.0,MANDATORY,790912.0
2647,2424,2222,7.0,3.0,MANDATORY,287316.0
2648,2557,84,8.0,1.0,MANDATORY,287316.0
2649,2424,868,7.0,4.0,INDIVIDUAL_NON_MANDATORY,3319793.0
2650,1457,1542,7.0,5.0,INDIVIDUAL_NON_MANDATORY,3319793.0
2651,2424,1762,8.0,3.0,MANDATORY,667611.0
